#=====================================================
#
# 起伏地面の情報[Elevation.txt]
# Author：小原立暉
#
#=====================================================
#=====================================================
# 起伏地面の設定
#=====================================================
SET_ELEVATION
	POS = 0.00 0.00 0.00
	ROT = 0.00 0.00 0.00
	SIZE = 7000.00 7000.00
	WIDTH = 70
	DEPTH = 70
	TEXTURE = data\TEXTURE\ground001.jpg
	ELEV = 
		-3500.00 0.00 -200.00  -3400.00 0.00 -200.00  -3300.00 0.00 -200.00  -3200.00 0.00 -200.00  -3100.00 0.00 -200.00  -3000.00 0.00 -200.00  -2900.00 0.00 -200.00  -2800.00 0.00 -200.00  -2700.00 0.00 -200.00  -2600.00 0.00 -200.00  -2500.00 0.00 -200.00  -2400.00 0.00 -200.00  -2300.00 0.00 -200.00  -2200.00 0.00 -200.00  -2100.00 0.00 -200.00  -2000.00 0.00 -200.00  -1900.00 0.00 -200.00  -1800.00 0.00 -200.00  -1700.00 0.00 -200.00  -1600.00 0.00 -200.00  -1500.00 0.00 -200.00  -1400.00 0.00 -200.00  -1300.00 0.00 -200.00  -1200.00 0.00 -200.00  -1100.00 0.00 -200.00  -1000.00 0.00 -200.00  -900.00 0.00 -200.00  -800.00 0.00 -200.00  -700.00 0.00 -200.00  -600.00 0.00 -200.00  -500.00 0.00 -200.00  -400.00 0.00 -200.00  -300.00 0.00 -200.00  -200.00 0.00 -200.00  -100.00 0.00 -200.00  0.00 0.00 -200.00  100.00 0.00 -200.00  200.00 0.00 -200.00  300.00 0.00 -200.00  400.00 0.00 -200.00  500.00 0.00 -200.00  600.00 0.00 -200.00  700.00 0.00 -200.00  800.00 0.00 -200.00  900.00 0.00 -200.00  1000.00 0.00 -200.00  1100.00 0.00 -200.00  1200.00 0.00 -200.00  1300.00 0.00 -200.00  1400.00 0.00 -200.00  1500.00 0.00 -200.00  1600.00 0.00 -200.00  1700.00 0.00 -200.00  1800.00 0.00 -200.00  1900.00 0.00 -200.00  2000.00 0.00 -200.00  2100.00 0.00 -200.00  2200.00 0.00 -200.00  2300.00 0.00 -200.00  2400.00 0.00 -200.00  2500.00 0.00 -200.00  2600.00 0.00 -200.00  2700.00 0.00 -200.00  2800.00 0.00 -200.00  2900.00 0.00 -200.00  3000.00 0.00 -200.00  3100.00 0.00 -200.00  3200.00 0.00 -200.00  3300.00 0.00 -200.00  3400.00 0.00 -200.00  3500.00 0.00 -200.00  
		-3500.00 0.00 -300.00  -3400.00 0.00 -300.00  -3300.00 0.00 -300.00  -3200.00 0.00 -300.00  -3100.00 0.00 -300.00  -3000.00 0.00 -300.00  -2900.00 0.00 -300.00  -2800.00 0.00 -300.00  -2700.00 0.00 -300.00  -2600.00 0.00 -300.00  -2500.00 0.00 -300.00  -2400.00 0.00 -300.00  -2300.00 0.00 -300.00  -2200.00 0.00 -300.00  -2100.00 0.00 -300.00  -2000.00 0.00 -300.00  -1900.00 0.00 -300.00  -1800.00 0.00 -300.00  -1700.00 0.00 -300.00  -1600.00 0.00 -300.00  -1500.00 0.00 -300.00  -1400.00 0.00 -300.00  -1300.00 0.00 -300.00  -1200.00 0.00 -300.00  -1100.00 0.00 -300.00  -1000.00 0.00 -300.00  -900.00 0.00 -300.00  -800.00 0.00 -300.00  -700.00 0.00 -300.00  -600.00 0.00 -300.00  -500.00 0.00 -300.00  -400.00 0.00 -300.00  -300.00 0.00 -300.00  -200.00 0.00 -300.00  -100.00 0.00 -300.00  0.00 0.00 -300.00  100.00 0.00 -300.00  200.00 0.00 -300.00  300.00 0.00 -300.00  400.00 0.00 -300.00  500.00 0.00 -300.00  600.00 0.00 -300.00  700.00 0.00 -300.00  800.00 0.00 -300.00  900.00 0.00 -300.00  1000.00 0.00 -300.00  1100.00 0.00 -300.00  1200.00 0.00 -300.00  1300.00 0.00 -300.00  1400.00 0.00 -300.00  1500.00 0.00 -300.00  1600.00 0.00 -300.00  1700.00 0.00 -300.00  1800.00 0.00 -300.00  1900.00 0.00 -300.00  2000.00 0.00 -300.00  2100.00 0.00 -300.00  2200.00 0.00 -300.00  2300.00 0.00 -300.00  2400.00 0.00 -300.00  2500.00 0.00 -300.00  2600.00 0.00 -300.00  2700.00 0.00 -300.00  2800.00 0.00 -300.00  2900.00 0.00 -300.00  3000.00 0.00 -300.00  3100.00 0.00 -300.00  3200.00 0.00 -300.00  3300.00 0.00 -300.00  3400.00 0.00 -300.00  3500.00 0.00 -300.00  
		-3500.00 0.00 -400.00  -3400.00 0.00 -400.00  -3300.00 0.00 -400.00  -3200.00 0.00 -400.00  -3100.00 0.00 -400.00  -3000.00 0.00 -400.00  -2900.00 0.00 -400.00  -2800.00 0.00 -400.00  -2700.00 0.00 -400.00  -2600.00 0.00 -400.00  -2500.00 0.00 -400.00  -2400.00 0.00 -400.00  -2300.00 0.00 -400.00  -2200.00 0.00 -400.00  -2100.00 0.00 -400.00  -2000.00 0.00 -400.00  -1900.00 0.00 -400.00  -1800.00 0.00 -400.00  -1700.00 0.00 -400.00  -1600.00 0.00 -400.00  -1500.00 0.00 -400.00  -1400.00 0.00 -400.00  -1300.00 0.00 -400.00  -1200.00 0.00 -400.00  -1100.00 0.00 -400.00  -1000.00 0.00 -400.00  -900.00 0.00 -400.00  -800.00 0.00 -400.00  -700.00 0.00 -400.00  -600.00 0.00 -400.00  -500.00 0.00 -400.00  -400.00 0.00 -400.00  -300.00 0.00 -400.00  -200.00 0.00 -400.00  -100.00 0.00 -400.00  0.00 0.00 -400.00  100.00 0.00 -400.00  200.00 0.00 -400.00  300.00 0.00 -400.00  400.00 0.00 -400.00  500.00 0.00 -400.00  600.00 0.00 -400.00  700.00 0.00 -400.00  800.00 0.00 -400.00  900.00 0.00 -400.00  1000.00 0.00 -400.00  1100.00 0.00 -400.00  1200.00 0.00 -400.00  1300.00 0.00 -400.00  1400.00 0.00 -400.00  1500.00 0.00 -400.00  1600.00 0.00 -400.00  1700.00 0.00 -400.00  1800.00 0.00 -400.00  1900.00 0.00 -400.00  2000.00 0.00 -400.00  2100.00 0.00 -400.00  2200.00 0.00 -400.00  2300.00 0.00 -400.00  2400.00 0.00 -400.00  2500.00 0.00 -400.00  2600.00 0.00 -400.00  2700.00 0.00 -400.00  2800.00 0.00 -400.00  2900.00 0.00 -400.00  3000.00 0.00 -400.00  3100.00 0.00 -400.00  3200.00 0.00 -400.00  3300.00 0.00 -400.00  3400.00 0.00 -400.00  3500.00 0.00 -400.00  
		-3500.00 0.00 -500.00  -3400.00 0.00 -500.00  -3300.00 0.00 -500.00  -3200.00 0.00 -500.00  -3100.00 0.00 -500.00  -3000.00 0.00 -500.00  -2900.00 0.00 -500.00  -2800.00 0.00 -500.00  -2700.00 0.00 -500.00  -2600.00 0.00 -500.00  -2500.00 0.00 -500.00  -2400.00 0.00 -500.00  -2300.00 0.00 -500.00  -2200.00 0.00 -500.00  -2100.00 0.00 -500.00  -2000.00 0.00 -500.00  -1900.00 0.00 -500.00  -1800.00 0.00 -500.00  -1700.00 0.00 -500.00  -1600.00 0.00 -500.00  -1500.00 0.00 -500.00  -1400.00 0.00 -500.00  -1300.00 0.00 -500.00  -1200.00 0.00 -500.00  -1100.00 0.00 -500.00  -1000.00 0.00 -500.00  -900.00 0.00 -500.00  -800.00 0.00 -500.00  -700.00 0.00 -500.00  -600.00 0.00 -500.00  -500.00 0.00 -500.00  -400.00 0.00 -500.00  -300.00 0.00 -500.00  -200.00 0.00 -500.00  -100.00 0.00 -500.00  0.00 0.00 -500.00  100.00 0.00 -500.00  200.00 0.00 -500.00  300.00 0.00 -500.00  400.00 0.00 -500.00  500.00 0.00 -500.00  600.00 0.00 -500.00  700.00 0.00 -500.00  800.00 0.00 -500.00  900.00 0.00 -500.00  1000.00 0.00 -500.00  1100.00 0.00 -500.00  1200.00 0.00 -500.00  1300.00 0.00 -500.00  1400.00 0.00 -500.00  1500.00 0.00 -500.00  1600.00 0.00 -500.00  1700.00 0.00 -500.00  1800.00 0.00 -500.00  1900.00 0.00 -500.00  2000.00 0.00 -500.00  2100.00 0.00 -500.00  2200.00 0.00 -500.00  2300.00 0.00 -500.00  2400.00 0.00 -500.00  2500.00 0.00 -500.00  2600.00 0.00 -500.00  2700.00 0.00 -500.00  2800.00 0.00 -500.00  2900.00 0.00 -500.00  3000.00 0.00 -500.00  3100.00 0.00 -500.00  3200.00 0.00 -500.00  3300.00 0.00 -500.00  3400.00 0.00 -500.00  3500.00 0.00 -500.00  
		-3500.00 0.00 -600.00  -3400.00 0.00 -600.00  -3300.00 0.00 -600.00  -3200.00 0.00 -600.00  -3100.00 0.00 -600.00  -3000.00 0.00 -600.00  -2900.00 0.00 -600.00  -2800.00 0.00 -600.00  -2700.00 0.00 -600.00  -2600.00 0.00 -600.00  -2500.00 0.00 -600.00  -2400.00 0.00 -600.00  -2300.00 0.00 -600.00  -2200.00 0.00 -600.00  -2100.00 0.00 -600.00  -2000.00 0.00 -600.00  -1900.00 0.00 -600.00  -1800.00 0.00 -600.00  -1700.00 0.00 -600.00  -1600.00 0.00 -600.00  -1500.00 0.00 -600.00  -1400.00 0.00 -600.00  -1300.00 0.00 -600.00  -1200.00 0.00 -600.00  -1100.00 0.00 -600.00  -1000.00 0.00 -600.00  -900.00 0.00 -600.00  -800.00 0.00 -600.00  -700.00 0.00 -600.00  -600.00 0.00 -600.00  -500.00 0.00 -600.00  -400.00 0.00 -600.00  -300.00 0.00 -600.00  -200.00 0.00 -600.00  -100.00 0.00 -600.00  0.00 0.00 -600.00  100.00 0.00 -600.00  200.00 0.00 -600.00  300.00 0.00 -600.00  400.00 0.00 -600.00  500.00 0.00 -600.00  600.00 0.00 -600.00  700.00 0.00 -600.00  800.00 0.00 -600.00  900.00 0.00 -600.00  1000.00 0.00 -600.00  1100.00 0.00 -600.00  1200.00 0.00 -600.00  1300.00 0.00 -600.00  1400.00 0.00 -600.00  1500.00 0.00 -600.00  1600.00 0.00 -600.00  1700.00 0.00 -600.00  1800.00 0.00 -600.00  1900.00 0.00 -600.00  2000.00 0.00 -600.00  2100.00 0.00 -600.00  2200.00 0.00 -600.00  2300.00 0.00 -600.00  2400.00 0.00 -600.00  2500.00 0.00 -600.00  2600.00 0.00 -600.00  2700.00 0.00 -600.00  2800.00 0.00 -600.00  2900.00 0.00 -600.00  3000.00 0.00 -600.00  3100.00 0.00 -600.00  3200.00 0.00 -600.00  3300.00 0.00 -600.00  3400.00 0.00 -600.00  3500.00 0.00 -600.00  
		-3500.00 0.00 -700.00  -3400.00 0.00 -700.00  -3300.00 0.00 -700.00  -3200.00 0.00 -700.00  -3100.00 0.00 -700.00  -3000.00 0.00 -700.00  -2900.00 0.00 -700.00  -2800.00 0.00 -700.00  -2700.00 0.00 -700.00  -2600.00 0.00 -700.00  -2500.00 0.00 -700.00  -2400.00 0.00 -700.00  -2300.00 0.00 -700.00  -2200.00 0.00 -700.00  -2100.00 0.00 -700.00  -2000.00 0.00 -700.00  -1900.00 0.00 -700.00  -1800.00 0.00 -700.00  -1700.00 0.00 -700.00  -1600.00 0.00 -700.00  -1500.00 0.00 -700.00  -1400.00 0.00 -700.00  -1300.00 0.00 -700.00  -1200.00 0.00 -700.00  -1100.00 0.00 -700.00  -1000.00 0.00 -700.00  -900.00 0.00 -700.00  -800.00 0.00 -700.00  -700.00 0.00 -700.00  -600.00 0.00 -700.00  -500.00 0.00 -700.00  -400.00 0.00 -700.00  -300.00 0.00 -700.00  -200.00 0.00 -700.00  -100.00 0.00 -700.00  0.00 0.00 -700.00  100.00 0.00 -700.00  200.00 0.00 -700.00  300.00 0.00 -700.00  400.00 0.00 -700.00  500.00 0.00 -700.00  600.00 0.00 -700.00  700.00 0.00 -700.00  800.00 0.00 -700.00  900.00 0.00 -700.00  1000.00 0.00 -700.00  1100.00 0.00 -700.00  1200.00 0.00 -700.00  1300.00 0.00 -700.00  1400.00 0.00 -700.00  1500.00 0.00 -700.00  1600.00 0.00 -700.00  1700.00 0.00 -700.00  1800.00 0.00 -700.00  1900.00 0.00 -700.00  2000.00 0.00 -700.00  2100.00 0.00 -700.00  2200.00 0.00 -700.00  2300.00 0.00 -700.00  2400.00 0.00 -700.00  2500.00 0.00 -700.00  2600.00 0.00 -700.00  2700.00 0.00 -700.00  2800.00 0.00 -700.00  2900.00 0.00 -700.00  3000.00 0.00 -700.00  3100.00 0.00 -700.00  3200.00 0.00 -700.00  3300.00 0.00 -700.00  3400.00 0.00 -700.00  3500.00 0.00 -700.00  
		-3500.00 0.00 -800.00  -3400.00 0.00 -800.00  -3300.00 0.00 -800.00  -3200.00 0.00 -800.00  -3100.00 0.00 -800.00  -3000.00 0.00 -800.00  -2900.00 0.00 -800.00  -2800.00 0.00 -800.00  -2700.00 0.00 -800.00  -2600.00 0.00 -800.00  -2500.00 0.00 -800.00  -2400.00 0.00 -800.00  -2300.00 0.00 -800.00  -2200.00 0.00 -800.00  -2100.00 0.00 -800.00  -2000.00 0.00 -800.00  -1900.00 0.00 -800.00  -1800.00 0.00 -800.00  -1700.00 0.00 -800.00  -1600.00 0.00 -800.00  -1500.00 0.00 -800.00  -1400.00 0.00 -800.00  -1300.00 0.00 -800.00  -1200.00 0.00 -800.00  -1100.00 0.00 -800.00  -1000.00 0.00 -800.00  -900.00 0.00 -800.00  -800.00 0.00 -800.00  -700.00 0.00 -800.00  -600.00 0.00 -800.00  -500.00 0.00 -800.00  -400.00 0.00 -800.00  -300.00 0.00 -800.00  -200.00 0.00 -800.00  -100.00 0.00 -800.00  0.00 0.00 -800.00  100.00 0.00 -800.00  200.00 0.00 -800.00  300.00 0.00 -800.00  400.00 0.00 -800.00  500.00 0.00 -800.00  600.00 0.00 -800.00  700.00 0.00 -800.00  800.00 0.00 -800.00  900.00 0.00 -800.00  1000.00 0.00 -800.00  1100.00 0.00 -800.00  1200.00 0.00 -800.00  1300.00 0.00 -800.00  1400.00 0.00 -800.00  1500.00 0.00 -800.00  1600.00 0.00 -800.00  1700.00 0.00 -800.00  1800.00 0.00 -800.00  1900.00 0.00 -800.00  2000.00 0.00 -800.00  2100.00 0.00 -800.00  2200.00 0.00 -800.00  2300.00 0.00 -800.00  2400.00 0.00 -800.00  2500.00 0.00 -800.00  2600.00 0.00 -800.00  2700.00 0.00 -800.00  2800.00 0.00 -800.00  2900.00 0.00 -800.00  3000.00 0.00 -800.00  3100.00 0.00 -800.00  3200.00 0.00 -800.00  3300.00 0.00 -800.00  3400.00 0.00 -800.00  3500.00 0.00 -800.00  
		-3500.00 0.00 -900.00  -3400.00 0.00 -900.00  -3300.00 0.00 -900.00  -3200.00 0.00 -900.00  -3100.00 0.00 -900.00  -3000.00 0.00 -900.00  -2900.00 0.00 -900.00  -2800.00 0.00 -900.00  -2700.00 0.00 -900.00  -2600.00 0.00 -900.00  -2500.00 0.00 -900.00  -2400.00 0.00 -900.00  -2300.00 0.00 -900.00  -2200.00 0.00 -900.00  -2100.00 0.00 -900.00  -2000.00 0.00 -900.00  -1900.00 0.00 -900.00  -1800.00 0.00 -900.00  -1700.00 0.00 -900.00  -1600.00 0.00 -900.00  -1500.00 0.00 -900.00  -1400.00 0.00 -900.00  -1300.00 0.00 -900.00  -1200.00 0.00 -900.00  -1100.00 0.00 -900.00  -1000.00 0.00 -900.00  -900.00 0.00 -900.00  -800.00 0.00 -900.00  -700.00 0.00 -900.00  -600.00 0.00 -900.00  -500.00 0.00 -900.00  -400.00 0.00 -900.00  -300.00 0.00 -900.00  -200.00 0.00 -900.00  -100.00 0.00 -900.00  0.00 0.00 -900.00  100.00 0.00 -900.00  200.00 0.00 -900.00  300.00 0.00 -900.00  400.00 0.00 -900.00  500.00 0.00 -900.00  600.00 0.00 -900.00  700.00 0.00 -900.00  800.00 0.00 -900.00  900.00 0.00 -900.00  1000.00 0.00 -900.00  1100.00 0.00 -900.00  1200.00 0.00 -900.00  1300.00 0.00 -900.00  1400.00 0.00 -900.00  1500.00 0.00 -900.00  1600.00 0.00 -900.00  1700.00 0.00 -900.00  1800.00 0.00 -900.00  1900.00 0.00 -900.00  2000.00 0.00 -900.00  2100.00 0.00 -900.00  2200.00 0.00 -900.00  2300.00 0.00 -900.00  2400.00 0.00 -900.00  2500.00 0.00 -900.00  2600.00 0.00 -900.00  2700.00 0.00 -900.00  2800.00 0.00 -900.00  2900.00 0.00 -900.00  3000.00 0.00 -900.00  3100.00 0.00 -900.00  3200.00 0.00 -900.00  3300.00 0.00 -900.00  3400.00 0.00 -900.00  3500.00 0.00 -900.00  
		-3500.00 0.00 -1000.00  -3400.00 0.00 -1000.00  -3300.00 0.00 -1000.00  -3200.00 0.00 -1000.00  -3100.00 0.00 -1000.00  -3000.00 0.00 -1000.00  -2900.00 0.00 -1000.00  -2800.00 0.00 -1000.00  -2700.00 0.00 -1000.00  -2600.00 0.00 -1000.00  -2500.00 0.00 -1000.00  -2400.00 0.00 -1000.00  -2300.00 0.00 -1000.00  -2200.00 0.00 -1000.00  -2100.00 0.00 -1000.00  -2000.00 0.00 -1000.00  -1900.00 0.00 -1000.00  -1800.00 0.00 -1000.00  -1700.00 0.00 -1000.00  -1600.00 0.00 -1000.00  -1500.00 0.00 -1000.00  -1400.00 0.00 -1000.00  -1300.00 0.00 -1000.00  -1200.00 0.00 -1000.00  -1100.00 0.00 -1000.00  -1000.00 0.00 -1000.00  -900.00 0.00 -1000.00  -800.00 0.00 -1000.00  -700.00 0.00 -1000.00  -600.00 0.00 -1000.00  -500.00 0.00 -1000.00  -400.00 0.00 -1000.00  -300.00 0.00 -1000.00  -200.00 0.00 -1000.00  -100.00 0.00 -1000.00  0.00 0.00 -1000.00  100.00 0.00 -1000.00  200.00 0.00 -1000.00  300.00 0.00 -1000.00  400.00 0.00 -1000.00  500.00 0.00 -1000.00  600.00 0.00 -1000.00  700.00 0.00 -1000.00  800.00 0.00 -1000.00  900.00 0.00 -1000.00  1000.00 0.00 -1000.00  1100.00 0.00 -1000.00  1200.00 0.00 -1000.00  1300.00 0.00 -1000.00  1400.00 0.00 -1000.00  1500.00 0.00 -1000.00  1600.00 0.00 -1000.00  1700.00 0.00 -1000.00  1800.00 0.00 -1000.00  1900.00 0.00 -1000.00  2000.00 0.00 -1000.00  2100.00 0.00 -1000.00  2200.00 0.00 -1000.00  2300.00 0.00 -1000.00  2400.00 0.00 -1000.00  2500.00 0.00 -1000.00  2600.00 0.00 -1000.00  2700.00 0.00 -1000.00  2800.00 0.00 -1000.00  2900.00 0.00 -1000.00  3000.00 0.00 -1000.00  3100.00 0.00 -1000.00  3200.00 0.00 -1000.00  3300.00 0.00 -1000.00  3400.00 0.00 -1000.00  3500.00 0.00 -1000.00  
		-3500.00 0.00 -1100.00  -3400.00 0.00 -1100.00  -3300.00 0.00 -1100.00  -3200.00 0.00 -1100.00  -3100.00 0.00 -1100.00  -3000.00 0.00 -1100.00  -2900.00 0.00 -1100.00  -2800.00 0.00 -1100.00  -2700.00 0.00 -1100.00  -2600.00 0.00 -1100.00  -2500.00 0.00 -1100.00  -2400.00 0.00 -1100.00  -2300.00 0.00 -1100.00  -2200.00 0.00 -1100.00  -2100.00 0.00 -1100.00  -2000.00 0.00 -1100.00  -1900.00 0.00 -1100.00  -1800.00 0.00 -1100.00  -1700.00 0.00 -1100.00  -1600.00 0.00 -1100.00  -1500.00 0.00 -1100.00  -1400.00 0.00 -1100.00  -1300.00 0.00 -1100.00  -1200.00 0.00 -1100.00  -1100.00 0.00 -1100.00  -1000.00 0.00 -1100.00  -900.00 0.00 -1100.00  -800.00 0.00 -1100.00  -700.00 0.00 -1100.00  -600.00 0.00 -1100.00  -500.00 0.00 -1100.00  -400.00 0.00 -1100.00  -300.00 0.00 -1100.00  -200.00 0.00 -1100.00  -100.00 0.00 -1100.00  0.00 0.00 -1100.00  100.00 0.00 -1100.00  200.00 0.00 -1100.00  300.00 0.00 -1100.00  400.00 0.00 -1100.00  500.00 0.00 -1100.00  600.00 0.00 -1100.00  700.00 0.00 -1100.00  800.00 0.00 -1100.00  900.00 0.00 -1100.00  1000.00 0.00 -1100.00  1100.00 0.00 -1100.00  1200.00 0.00 -1100.00  1300.00 0.00 -1100.00  1400.00 0.00 -1100.00  1500.00 0.00 -1100.00  1600.00 0.00 -1100.00  1700.00 0.00 -1100.00  1800.00 0.00 -1100.00  1900.00 0.00 -1100.00  2000.00 0.00 -1100.00  2100.00 0.00 -1100.00  2200.00 0.00 -1100.00  2300.00 0.00 -1100.00  2400.00 0.00 -1100.00  2500.00 0.00 -1100.00  2600.00 0.00 -1100.00  2700.00 0.00 -1100.00  2800.00 0.00 -1100.00  2900.00 0.00 -1100.00  3000.00 0.00 -1100.00  3100.00 0.00 -1100.00  3200.00 0.00 -1100.00  3300.00 0.00 -1100.00  3400.00 0.00 -1100.00  3500.00 0.00 -1100.00  
		-3500.00 0.00 -1200.00  -3400.00 0.00 -1200.00  -3300.00 0.00 -1200.00  -3200.00 0.00 -1200.00  -3100.00 0.00 -1200.00  -3000.00 0.00 -1200.00  -2900.00 0.00 -1200.00  -2800.00 0.00 -1200.00  -2700.00 0.00 -1200.00  -2600.00 0.00 -1200.00  -2500.00 0.00 -1200.00  -2400.00 0.00 -1200.00  -2300.00 0.00 -1200.00  -2200.00 0.00 -1200.00  -2100.00 0.00 -1200.00  -2000.00 0.00 -1200.00  -1900.00 0.00 -1200.00  -1800.00 0.00 -1200.00  -1700.00 0.00 -1200.00  -1600.00 0.00 -1200.00  -1500.00 0.00 -1200.00  -1400.00 0.00 -1200.00  -1300.00 0.00 -1200.00  -1200.00 0.00 -1200.00  -1100.00 0.00 -1200.00  -1000.00 0.00 -1200.00  -900.00 0.00 -1200.00  -800.00 0.00 -1200.00  -700.00 0.00 -1200.00  -600.00 0.00 -1200.00  -500.00 0.00 -1200.00  -400.00 0.00 -1200.00  -300.00 0.00 -1200.00  -200.00 0.00 -1200.00  -100.00 0.00 -1200.00  0.00 0.00 -1200.00  100.00 0.00 -1200.00  200.00 0.00 -1200.00  300.00 0.00 -1200.00  400.00 0.00 -1200.00  500.00 0.00 -1200.00  600.00 0.00 -1200.00  700.00 0.00 -1200.00  800.00 0.00 -1200.00  900.00 0.00 -1200.00  1000.00 0.00 -1200.00  1100.00 0.00 -1200.00  1200.00 0.00 -1200.00  1300.00 0.00 -1200.00  1400.00 0.00 -1200.00  1500.00 0.00 -1200.00  1600.00 0.00 -1200.00  1700.00 0.00 -1200.00  1800.00 0.00 -1200.00  1900.00 0.00 -1200.00  2000.00 0.00 -1200.00  2100.00 0.00 -1200.00  2200.00 0.00 -1200.00  2300.00 0.00 -1200.00  2400.00 0.00 -1200.00  2500.00 0.00 -1200.00  2600.00 0.00 -1200.00  2700.00 0.00 -1200.00  2800.00 0.00 -1200.00  2900.00 0.00 -1200.00  3000.00 0.00 -1200.00  3100.00 0.00 -1200.00  3200.00 0.00 -1200.00  3300.00 0.00 -1200.00  3400.00 0.00 -1200.00  3500.00 0.00 -1200.00  
		-3500.00 0.00 -1300.00  -3400.00 0.00 -1300.00  -3300.00 0.00 -1300.00  -3200.00 0.00 -1300.00  -3100.00 0.00 -1300.00  -3000.00 0.00 -1300.00  -2900.00 0.00 -1300.00  -2800.00 0.00 -1300.00  -2700.00 0.00 -1300.00  -2600.00 0.00 -1300.00  -2500.00 0.00 -1300.00  -2400.00 0.00 -1300.00  -2300.00 0.00 -1300.00  -2200.00 0.00 -1300.00  -2100.00 0.00 -1300.00  -2000.00 0.00 -1300.00  -1900.00 0.00 -1300.00  -1800.00 0.00 -1300.00  -1700.00 0.00 -1300.00  -1600.00 0.00 -1300.00  -1500.00 0.00 -1300.00  -1400.00 0.00 -1300.00  -1300.00 0.00 -1300.00  -1200.00 0.00 -1300.00  -1100.00 0.00 -1300.00  -1000.00 0.00 -1300.00  -900.00 0.00 -1300.00  -800.00 0.00 -1300.00  -700.00 0.00 -1300.00  -600.00 0.00 -1300.00  -500.00 0.00 -1300.00  -400.00 0.00 -1300.00  -300.00 0.00 -1300.00  -200.00 0.00 -1300.00  -100.00 0.00 -1300.00  0.00 0.00 -1300.00  100.00 0.00 -1300.00  200.00 0.00 -1300.00  300.00 0.00 -1300.00  400.00 0.00 -1300.00  500.00 0.00 -1300.00  600.00 0.00 -1300.00  700.00 0.00 -1300.00  800.00 0.00 -1300.00  900.00 0.00 -1300.00  1000.00 0.00 -1300.00  1100.00 0.00 -1300.00  1200.00 0.00 -1300.00  1300.00 0.00 -1300.00  1400.00 0.00 -1300.00  1500.00 0.00 -1300.00  1600.00 0.00 -1300.00  1700.00 0.00 -1300.00  1800.00 0.00 -1300.00  1900.00 0.00 -1300.00  2000.00 0.00 -1300.00  2100.00 0.00 -1300.00  2200.00 0.00 -1300.00  2300.00 0.00 -1300.00  2400.00 0.00 -1300.00  2500.00 0.00 -1300.00  2600.00 0.00 -1300.00  2700.00 0.00 -1300.00  2800.00 0.00 -1300.00  2900.00 0.00 -1300.00  3000.00 0.00 -1300.00  3100.00 0.00 -1300.00  3200.00 0.00 -1300.00  3300.00 0.00 -1300.00  3400.00 0.00 -1300.00  3500.00 0.00 -1300.00  
		-3500.00 0.00 -1400.00  -3400.00 0.00 -1400.00  -3300.00 0.00 -1400.00  -3200.00 0.00 -1400.00  -3100.00 0.00 -1400.00  -3000.00 0.00 -1400.00  -2900.00 0.00 -1400.00  -2800.00 0.00 -1400.00  -2700.00 0.00 -1400.00  -2600.00 0.00 -1400.00  -2500.00 0.00 -1400.00  -2400.00 0.00 -1400.00  -2300.00 0.00 -1400.00  -2200.00 0.00 -1400.00  -2100.00 0.00 -1400.00  -2000.00 0.00 -1400.00  -1900.00 0.00 -1400.00  -1800.00 0.00 -1400.00  -1700.00 0.00 -1400.00  -1600.00 0.00 -1400.00  -1500.00 0.00 -1400.00  -1400.00 0.00 -1400.00  -1300.00 0.00 -1400.00  -1200.00 0.00 -1400.00  -1100.00 0.00 -1400.00  -1000.00 0.00 -1400.00  -900.00 0.00 -1400.00  -800.00 0.00 -1400.00  -700.00 0.00 -1400.00  -600.00 0.00 -1400.00  -500.00 0.00 -1400.00  -400.00 0.00 -1400.00  -300.00 0.00 -1400.00  -200.00 0.00 -1400.00  -100.00 0.00 -1400.00  0.00 0.00 -1400.00  100.00 0.00 -1400.00  200.00 0.00 -1400.00  300.00 0.00 -1400.00  400.00 0.00 -1400.00  500.00 0.00 -1400.00  600.00 0.00 -1400.00  700.00 0.00 -1400.00  800.00 0.00 -1400.00  900.00 0.00 -1400.00  1000.00 0.00 -1400.00  1100.00 0.00 -1400.00  1200.00 0.00 -1400.00  1300.00 0.00 -1400.00  1400.00 0.00 -1400.00  1500.00 0.00 -1400.00  1600.00 0.00 -1400.00  1700.00 0.00 -1400.00  1800.00 0.00 -1400.00  1900.00 0.00 -1400.00  2000.00 0.00 -1400.00  2100.00 0.00 -1400.00  2200.00 0.00 -1400.00  2300.00 0.00 -1400.00  2400.00 0.00 -1400.00  2500.00 0.00 -1400.00  2600.00 0.00 -1400.00  2700.00 0.00 -1400.00  2800.00 0.00 -1400.00  2900.00 0.00 -1400.00  3000.00 0.00 -1400.00  3100.00 0.00 -1400.00  3200.00 0.00 -1400.00  3300.00 0.00 -1400.00  3400.00 0.00 -1400.00  3500.00 0.00 -1400.00  
